,text,label
988,i feel like an idiot for trusting you though,joy
989,i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,sadness
990,i have a feeling i kinda lost my best friend,sadness
991,ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,sadness
992,i do feel terribly remourseful that i didnt stay faithful to my plans and get him sooner,love
993,i went to a wedding this weekend and i have to say i was feeling very important,joy
994,i should stop reading sids blogs but it is part of my blogging community and i feel that in supporting each other we get better at handling grief and hence i am not going to stop,love
995,i feel less shy about exploring roles in more physical ways,fear
996,i replied feeling strange at giving the orders,surprise
997,i chant the invocation and feel his force supporting me as i teach,joy
998,i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,joy
999,i am really hurt and i feel unimportant and that sucks,sadness
1000,i grew up around this feeling living only minutes away from the gorgeous atlantic ocean in brazil so its probably no surprise i grew fond of the ocean,joy
1001,i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,joy
1002,i made some chilli oil because it s monday and i was feeling dangerous,anger
1003,i started walking again yesterday and it feels amazing,joy
1004,ive also been feeling somewhat emo irritable lately,anger
1005,i felt joyful then it subsided now i feel joyful again,joy
1006,i feel like i have to shy away from triggering some stereotype of a person who will scream and break things because they didnt get to eat their favorite kind of sandwich,fear
1007,i feel completely distracted and emotionally drained,anger
1008,i exhausted and feeling a little morose but now im livid on top of everything else,sadness
1009,i feel so safe and tucked away,joy
1010,im feeling too tortured to write today,fear
1011,i promise youll feel inspired afterwards,joy
